"TL","Territory Level and Typology","REG_ID","Region","VAR","Indicator","SEX","Gender","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"3","Small regions (TL3)","CA6001","Yukon, YT","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,0.09,,
"3","Small regions (TL3)","CA6103","Region 3, NT","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,25081,,
"3","Small regions (TL3)","CA6103","Region 3, NT","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,25081,,
"2","Large regions (TL2)","IL05","Tel Aviv district","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,172,,
"2","Large regions (TL2)","IL05","Tel Aviv district","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,172,,
"2","Large regions (TL2)","ITC1","Piedmont","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,25151,,
"3","Small regions (TL3)","ITC11","Turin","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",104.6,,
"3","Small regions (TL3)","ITC12","Vercelli","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,2070,,
"3","Small regions (TL3)","ITC12","Vercelli","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",97.1,,
"3","Small regions (TL3)","ITC12","Vercelli","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,2070,,
"3","Small regions (TL3)","ITC13","Biella","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,906,,
"3","Small regions (TL3)","ITC13","Biella","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",94.4,,
"3","Small regions (TL3)","ITC13","Biella","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,906,,
"3","Small regions (TL3)","ITC14","Verbano-Cusio-Ossola","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",99.9,,
"3","Small regions (TL3)","ITC15","Novara","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",108.2,,
"3","Small regions (TL3)","ITC16","Cuneo","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",106,,
"3","Small regions (TL3)","ITC17","Asti","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",103.7,,
"3","Small regions (TL3)","ITC18","Alessandria","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",101,,
"3","Small regions (TL3)","ITC20","Aosta Valley","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",105.8,,
"3","Small regions (TL3)","ITC31","Imperia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",104.1,,
"3","Small regions (TL3)","ITC32","Savona","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",101.7,,
"3","Small regions (TL3)","ITC33","Genoa","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",95.7,,
"3","Small regions (TL3)","ITC34","La Spezia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",101.5,,
"3","Small regions (TL3)","ITC41","Varese","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",109.9,,
"3","Small regions (TL3)","ITC42","Como","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",111.8,,
"3","Small regions (TL3)","ITC43","Lecco","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",109.6,,
"3","Small regions (TL3)","ITC44","Sondrio","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",102.5,,
"3","Small regions (TL3)","ITC46","Bergamo","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",114.9,,
"3","Small regions (TL3)","ITC47","Brescia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",114.7,,
"3","Small regions (TL3)","ITC48","Pavia","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,187.11,,
"3","Small regions (TL3)","ITC48","Pavia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",110.9,,
"3","Small regions (TL3)","ITC49","Lodi","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",117.2,,
"3","Small regions (TL3)","ITC4A","Cremona","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",107.1,,
"3","Small regions (TL3)","ITC4B","Mantua","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",109.4,,
"2","Large regions (TL2)","ITF1","Abruzzo","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,10810,,
"3","Small regions (TL3)","ITF32","Benevento","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,134.39,,
"3","Small regions (TL3)","ITF35","Salerno","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,4949,,
"3","Small regions (TL3)","ITF35","Salerno","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,4949,,
"3","Small regions (TL3)","ITF44","Brindisi","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,212.93,,
"3","Small regions (TL3)","ITF52","Matera","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,3459,,
"3","Small regions (TL3)","ITF52","Matera","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,3459,,
"3","Small regions (TL3)","ITG11","Trapani","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,2447,,
"3","Small regions (TL3)","ITG11","Trapani","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,2447,,
"3","Small regions (TL3)","ITG14","Agrigento","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,3038,,
"3","Small regions (TL3)","ITG14","Agrigento","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,3038,,
"3","Small regions (TL3)","ITG2A","Ogliastra","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,30.81,,
"3","Small regions (TL3)","ITH32","Vicenza","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,2720,,
"3","Small regions (TL3)","ITH32","Vicenza","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,2720,,
"3","Small regions (TL3)","ITH33","Belluno","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,56.17,,
"3","Small regions (TL3)","ITH43","Gorizia","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,365.02,,
"3","Small regions (TL3)","ITH59","Rimini","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,863,,
"3","Small regions (TL3)","ITH59","Rimini","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,863,,
"3","Small regions (TL3)","ITI19","Siena","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,70.44,,
"3","Small regions (TL3)","ITI33","Macerata","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,2773,,
"3","Small regions (TL3)","ITI33","Macerata","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,2773,,
"3","Small regions (TL3)","ITI42","Rieti","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,57.24,,
"2","Large regions (TL2)","PL62","Warmian-Masuria","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,22953,,
"3","Small regions (TL3)","PL621","Elblaski","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,7116,,
"3","Small regions (TL3)","PL621","Elblaski","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,7116,,
"3","Small regions (TL3)","PT16I","Médio Tejo","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,3302,,
"3","Small regions (TL3)","PT16I","Médio Tejo","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,3302,,
"3","Small regions (TL3)","ES120","Asturias","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,97.27,,
"3","Small regions (TL3)","ES242","Teruel","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,14791,,
"3","Small regions (TL3)","ES242","Teruel","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,14791,,
"3","Small regions (TL3)","US020","Bismarck, ND","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,2.89,,
"3","Small regions (TL3)","US028","Champaign-Urbana, IL","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,24.98,,
"3","Small regions (TL3)","US034","Clarksburg, WV + Morgantown, WV","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,8563,,
"3","Small regions (TL3)","US034","Clarksburg, WV + Morgantown, WV","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,8563,"E","Estimated value"
"3","Small regions (TL3)","US043","Davenport-Moline-Rock Island, IA-IL","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,51.17,,
"3","Small regions (TL3)","US046","Des Moines-Newton-Pella, IA","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,62221,,
"3","Small regions (TL3)","US046","Des Moines-Newton-Pella, IA","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,62221,"E","Estimated value"
"3","Small regions (TL3)","US050","Duluth, MN-WI","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,7.68,,
"3","Small regions (TL3)","US052","Erie, PA","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,11406,,
"3","Small regions (TL3)","US052","Erie, PA","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,11406,"E","Estimated value"
"3","Small regions (TL3)","US058","Flagstaff, AZ","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,2.57,,
"3","Small regions (TL3)","US067","Greenville, NC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,49.01,,
"3","Small regions (TL3)","US079","Jacksonville, FL","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,71.13,,
"3","Small regions (TL3)","US083","Joplin, MO","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,18.8,,
"3","Small regions (TL3)","US111","Missoula, MT","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,6.65,,
"3","Small regions (TL3)","US121","Orlando-The Villages, FL","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,165.97,,
