,Country,Data Type,Jan 22,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30,Jan 31,Feb 01,Feb 02,Feb 03,Feb 04,Feb 05,Feb 06,Feb 07,Feb 08,Feb 09,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Feb 28,Feb 29,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30
120,Belgium,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,8,27,59,60,31,39,28,47,85,160,130,197,172,185,243,309,462,558,586,342,526,668,1298,1049,1850,1702,1063
121,Belgium,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,14,22,49,108,168,199,238,266,310,395,555,684,881,1047,1219,1441,1609,2016,2485,3063,3254,3686,4212,5340,6137,7718,9046,9859
122,Belgium,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,10,10,14,21,37,67,75,88,122,178,220,289,353,431,513
123,Belgium,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,10,10,14,21,37,67,75,88,122,178,220,289,353,431,513
124,Belgium,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,6,0,4,7,16,30,8,13,34,56,42,69,64,78,82
125,Belgium,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,134,39,59,0,138,60,86,128,183,205,296,168
126,Belgium,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,8,27,59,60,31,39,28,47,85,160,130,197,172,185,243,309,462,558,586,342,526,668,1298,1049,1850,1702,1063
127,Netherlands,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,10,18,23,38,82,127,187,262,317,378,498,607,792,945,1113,1387,1660,1991,2382,2886,3493,4023,4534,5282,6053,6994,8054,9120,9845,10636
128,Netherlands,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""",100,100,100,100,100,100,71.43000000000000682121026329696178436279296875,83.3299999999999982946974341757595539093017578125,85.7099999999999937472239253111183643341064453125,90.909999999999996589394868351519107818603515625,92.31000000000000227373675443232059478759765625,95.56000000000000227373675443232059478759765625,96.6700000000000017053025658242404460906982421875,97.43999999999999772626324556767940521240234375,98.150000000000005684341886080801486968994140625,98.5499999999999971578290569595992565155029296875,98.900000000000005684341886080801486968994140625,99.06999999999999317878973670303821563720703125,99.280000000000001136868377216160297393798828125,99.159999999999996589394868351519107818603515625,99.31000000000000227373675443232059478759765625,99.4500000000000028421709430404007434844970703125,99.530000000000001136868377216160297393798828125,75.5100000000000051159076974727213382720947265625,77.56000000000000227373675443232059478759765625
129,Netherlands,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57000000000000028421709430404007434844970703125,16.6700000000000017053025658242404460906982421875,14.28999999999999914734871708787977695465087890625,9.089999999999999857891452847979962825775146484375,7.69000000000000039079850466805510222911834716796875,4.44000000000000039079850466805510222911834716796875,3.3300000000000000710542735760100185871124267578125,2.560000000000000053290705182007513940334320068359375,1.850000000000000088817841970012523233890533447265625,1.4499999999999999555910790149937383830547332763671875,1.100000000000000088817841970012523233890533447265625,0.93000000000000004884981308350688777863979339599609375,0.7199999999999999733546474089962430298328399658203125,0.83999999999999996891375531049561686813831329345703125,0.689999999999999946709294817992486059665679931640625,0.5500000000000000444089209850062616169452667236328125,0.4699999999999999733546474089962430298328399658203125,24.489999999999998436805981327779591083526611328125,22.440000000000001278976924368180334568023681640625
130,Netherlands,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,10,18,23,38,82,128,188,265,321,382,503,614,804,959,1135,1413,1705,2051,2460,2994,3631,4204,4749,5560,6412,7431,8603,9762,10866,11750
131,Netherlands,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,10,18,23,38,82,128,188,265,321,382,503,614,804,959,1135,1413,1705,2051,2460,2994,3631,4204,4749,5560,6412,7431,8603,9762,10866,11750
132,Netherlands,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,1,5,3,8,5,15,44,46,60,77,56,61,121,111,190,155,176,278,292,346,409,534,637,573,545,811,852,1019,1172,1159,1104,884
133,Netherlands,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,10,18,23,38,82,127,187,262,317,378,498,607,792,945,1113,1387,1660,1991,2382,2886,3493,4023,4534,5282,6053,6994,8054,9120,9845,10636
134,Netherlands,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,5,5,10,12,20,24,43,58,76,106,136,179,213,276,356,434,546,639,771,864
135,Netherlands,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,5,5,10,12,20,24,43,58,76,106,136,179,213,276,356,434,546,639,771,864
136,Netherlands,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,5,2,8,4,19,15,18,30,30,43,34,63,80,78,112,93,132,93
137,Netherlands,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,247,0
138,Netherlands,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,1,5,3,8,5,15,44,46,60,77,56,61,121,111,190,155,176,278,292,346,409,534,637,573,545,811,852,1019,1172,1159,1104,884
139,Austria,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,5,7,10,14,18,24,29,41,64,79,102,129,178,242,356,497,648,853,1007,1319,1633,2164,2634,2975,3557,4444,5246,5548,6748,7414,7978,8223,8874
140,Austria,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""",0,0,0,0,0,0,0,20,14.28999999999999914734871708787977695465087890625,14.28999999999999914734871708787977695465087890625,14.28999999999999914734871708787977695465087890625,27.269999999999999573674358543939888477325439453125,30.769999999999999573674358543939888477325439453125,30.769999999999999573674358543939888477325439453125,40,40,47.06000000000000227373675443232059478759765625,64,70,75.68000000000000682121026329696178436279296875,77.5,30.42999999999999971578290569595992565155029296875,20.489999999999998436805981327779591083526611328125,23.21000000000000085265128291212022304534912109375,15.2200000000000006394884621840901672840118408203125,14.519999999999999573674358543939888477325439453125
141,Austria,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,80,85.7099999999999937472239253111183643341064453125,85.7099999999999937472239253111183643341064453125,85.7099999999999937472239253111183643341064453125,72.7300000000000039790393202565610408782958984375,69.2300000000000039790393202565610408782958984375,69.2300000000000039790393202565610408782958984375,60,60,52.93999999999999772626324556767940521240234375,36,30,24.32000000000000028421709430404007434844970703125,22.5,69.56999999999999317878973670303821563720703125,79.5100000000000051159076974727213382720947265625,76.7900000000000062527760746888816356658935546875,84.780000000000001136868377216160297393798828125,85.4800000000000039790393202565610408782958984375
142,Austria,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,5,7,10,14,18,24,29,43,66,81,104,131,182,246,361,504,655,860,1018,1332,1646,2179,2649,2992,3582,4474,5283,5588,6909,7697,8271,8788,9618
143,Austria,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,5,7,10,14,18,24,29,43,66,81,104,131,182,246,361,504,655,860,1018,1332,1646,2179,2649,2992,3582,4474,5283,5588,6909,7697,8271,8788,9618
144,Austria,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,0,3,2,3,4,4,6,5,14,23,15,23,27,51,64,115,143,151,205,158,314,314,533,470,343,590,892,809,305,1321,788,574,517,830
145,Austria,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,5,7,10,14,18,24,29,41,64,79,102,129,178,242,356,497,648,853,1007,1319,1633,2164,2634,2975,3557,4444,5246,5548,6748,7414,7978,8223,8874
146,Austria,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,4,6,6,8,16,21,28,31,49,58,68,86,108
147,Austria,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,4,6,6,8,16,21,28,31,49,58,68,86,108
148,Austria,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,0,2,8,5,7,3,18,9,10,18,22
149,Austria,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,103,113,0,254,157
150,Austria,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,0,3,2,3,4,4,6,5,14,23,15,23,27,51,64,115,143,151,205,158,314,314,533,470,343,590,892,809,305,1321,788,574,517,830
151,S. Korea,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,19,20,20,19,42,94,190,416,578,803,944,1225,1729,2297,3109,3685,4277,5120,5498,6107,6415,6875,7097,7178,7165,7362,7293,7198,7180,7253,7024,6838,6789,6527,6325,6085,5884,5684,5410,5281,4966,4665,4523,4398,4275
152,S. Korea,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5.87999999999999989341858963598497211933135986328125,10.5299999999999993605115378159098327159881591796875,10,25,26.6700000000000017053025658242404460906982421875,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,35.1400000000000005684341886080801486968994140625,40,41.46000000000000085265128291212022304534912109375,41.17999999999999971578290569595992565155029296875,48.280000000000001136868377216160297393798828125,48.47999999999999687361196265555918216705322265625,28.46000000000000085265128291212022304534912109375,23.730000000000000426325641456060111522674560546875,24.160000000000000142108547152020037174224853515625,28.9200000000000017053025658242404460906982421875,23.14999999999999857891452847979962825775146484375,17.6700000000000017053025658242404460906982421875,17.239999999999998436805981327779591083526611328125,15.269999999999999573674358543939888477325439453125,11.46000000000000085265128291212022304534912109375,8.5800000000000000710542735760100185871124267578125,7.95000000000000017763568394002504646778106689453125,8.25,6.19000000000000039079850466805510222911834716796875,5.46999999999999975131004248396493494510650634765625,5.1699999999999999289457264239899814128875732421875,4.46999999999999975131004248396493494510650634765625,4.04000000000000003552713678800500929355621337890625,3.7599999999999997868371792719699442386627197265625,3.45000000000000017763568394002504646778106689453125,3.390000000000000124344978758017532527446746826171875,3.310000000000000053290705182007513940334320068359375,3.270000000000000017763568394002504646778106689453125,3.060000000000000053290705182007513940334320068359375,2.979999999999999982236431605997495353221893310546875,2.910000000000000142108547152020037174224853515625,2.930000000000000159872115546022541821002960205078125,2.930000000000000159872115546022541821002960205078125
153,S. Korea,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,94.1200000000000045474735088646411895751953125,89.469999999999998863131622783839702606201171875,90,75,73.3299999999999982946974341757595539093017578125,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,64.8599999999999994315658113919198513031005859375,60,58.53999999999999914734871708787977695465087890625,58.82000000000000028421709430404007434844970703125,51.719999999999998863131622783839702606201171875,51.52000000000000312638803734444081783294677734375,71.5400000000000062527760746888816356658935546875,76.2699999999999960209606797434389591217041015625,75.840000000000003410605131648480892181396484375,71.0799999999999982946974341757595539093017578125,76.849999999999994315658113919198513031005859375,82.3299999999999982946974341757595539093017578125,82.7600000000000051159076974727213382720947265625,84.7300000000000039790393202565610408782958984375,88.5400000000000062527760746888816356658935546875,91.4200000000000017053025658242404460906982421875,92.0499999999999971578290569595992565155029296875,91.75,93.81000000000000227373675443232059478759765625,94.530000000000001136868377216160297393798828125,94.8299999999999982946974341757595539093017578125,95.530000000000001136868377216160297393798828125,95.9599999999999937472239253111183643341064453125,96.2399999999999948840923025272786617279052734375,96.5499999999999971578290569595992565155029296875,96.6099999999999994315658113919198513031005859375,96.68999999999999772626324556767940521240234375,96.7300000000000039790393202565610408782958984375,96.93999999999999772626324556767940521240234375,97.0199999999999960209606797434389591217041015625,97.090000000000003410605131648480892181396484375,97.06999999999999317878973670303821563720703125,97.06999999999999317878973670303821563720703125
154,S. Korea,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,28,29,30,31,58,111,209,436,602,833,977,1261,1766,2337,3150,3736,4335,5186,5621,6284,6593,7041,7313,7478,7513,7755,7869,7979,8086,8162,8236,8320,8413,8565,8652,8799,8897,8961,9037,9137,9241,9332,9478,9583,9661
155,S. Korea,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,28,29,30,31,58,111,209,436,602,833,977,1261,1766,2337,3150,3736,4335,5186,5621,6284,6593,7041,7313,7478,7513,7755,7869,7979,8086,8162,8236,8320,8413,8565,8652,8799,8897,8961,9037,9137,9241,9332,9478,9583,9661
156,S. Korea,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,1,1,1,27,53,98,227,166,231,144,284,505,571,813,586,599,851,435,663,309,448,272,165,35,242,114,110,107,76,74,84,93,152,87,147,98,64,76,100,104,91,146,105,78
157,S. Korea,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,19,20,20,19,42,94,190,416,578,803,944,1225,1729,2297,3109,3685,4277,5120,5498,6107,6415,6875,7097,7178,7165,7362,7293,7198,7180,7253,7024,6838,6789,6527,6325,6085,5884,5684,5410,5281,4966,4665,4523,4398,4275
158,S. Korea,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,2,2,6,8,11,12,13,16,17,21,28,32,35,42,43,48,50,53,60,60,66,67,72,75,75,81,84,91,94,102,104,111,120,126,131,139,144,152,158
159,S. Korea,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,2,2,6,8,11,12,13,16,17,21,28,32,35,42,43,48,50,53,60,60,66,67,72,75,75,81,84,91,94,102,104,111,120,126,131,139,144,152,158
160,S. Korea,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,4,2,3,1,1,3,1,4,7,4,3,7,1,5,2,3,7,0,6,1,5,3,0,6,3,7,3,8,2,7,9,6,5,8,5,8,6
161,S. Korea,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,4,0,1,1,0,4,0,2,0,0,0,6,0,4,54,47,0,-17,48,81,41,45,177,204,120,0,303,264,139,407,286,379,297,257,341,223,414,384,283,222,195
162,S. Korea,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,1,1,1,27,53,98,227,166,231,144,284,505,571,813,586,599,851,435,663,309,448,272,165,35,242,114,110,107,76,74,84,93,152,87,147,98,64,76,100,104,91,146,105,78
163,Canada,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,6,6,6,7,8,8,9,11,12,16,20,20,23,27,29,46,52,58,68,86,100,130,186,240,329,426,578,706,850,1061,1295,1436,1747,2654,3188,3776,4348,5199,5682,6266
164,Canada,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1099999999999994315658113919198513031005859375,11.1099999999999994315658113919198513031005859375,10,8.3300000000000000710542735760100185871124267578125,8.3300000000000000710542735760100185871124267578125,8.3300000000000000710542735760100185871124267578125,8.3300000000000000710542735760100185871124267578125,26.6700000000000017053025658242404460906982421875,40,42.8599999999999994315658113919198513031005859375,52.1700000000000017053025658242404460906982421875,46.14999999999999857891452847979962825775146484375,57.5799999999999982946974341757595539093017578125,58.82000000000000028421709430404007434844970703125,6.980000000000000426325641456060111522674560546875,18.839999999999999857891452847979962825775146484375,16.28999999999999914734871708787977695465087890625,14.6099999999999994315658113919198513031005859375,13.449999999999999289457264239899814128875732421875,13.160000000000000142108547152020037174224853515625,10.1899999999999995026200849679298698902130126953125,7.53000000000000024868995751603506505489349365234375
165,Canada,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,88.8900000000000005684341886080801486968994140625,88.8900000000000005684341886080801486968994140625,90,91.6700000000000017053025658242404460906982421875,91.6700000000000017053025658242404460906982421875,91.6700000000000017053025658242404460906982421875,91.6700000000000017053025658242404460906982421875,73.3299999999999982946974341757595539093017578125,60,57.1400000000000005684341886080801486968994140625,47.8299999999999982946974341757595539093017578125,53.85000000000000142108547152020037174224853515625,42.4200000000000017053025658242404460906982421875,41.17999999999999971578290569595992565155029296875,93.0199999999999960209606797434389591217041015625,81.159999999999996589394868351519107818603515625,83.7099999999999937472239253111183643341064453125,85.3900000000000005684341886080801486968994140625,86.5499999999999971578290569595992565155029296875,86.840000000000003410605131648480892181396484375,89.81000000000000227373675443232059478759765625,92.469999999999998863131622783839702606201171875
166,Canada,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,9,9,10,11,11,12,14,15,20,24,27,30,34,37,54,60,66,77,95,110,142,198,252,341,441,598,727,873,1087,1328,1470,2091,2792,3409,4043,4757,5655,6320,7448
167,Canada,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,9,9,10,11,11,12,14,15,20,24,27,30,34,37,54,60,66,77,95,110,142,198,252,341,441,598,727,873,1087,1328,1470,2091,2792,3409,4043,4757,5655,6320,7448
168,Canada,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,1,0,1,1,0,1,2,1,5,4,3,3,4,3,17,6,6,11,18,15,32,56,54,89,100,157,129,146,214,241,142,621,701,617,634,714,898,665,1128
169,Canada,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,6,6,6,7,8,8,9,11,12,16,20,20,23,27,29,46,52,58,68,86,100,130,186,240,329,426,578,706,850,1061,1295,1436,1747,2654,3188,3776,4348,5199,5682,6266
170,Canada,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,8,9,12,12,19,20,24,26,36,39,55,60,65,89
171,Canada,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,8,9,12,12,19,20,24,26,36,39,55,60,65,89
172,Canada,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,1,3,0,7,1,4,2,10,3,16,5,5,24
173,Canada,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,-1,3,0,0,306,-208,73,43,126,42,177,520
174,Canada,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,1,0,1,1,0,1,2,1,5,4,3,3,4,3,17,6,6,11,18,15,32,56,54,89,100,157,129,146,214,241,142,621,701,617,634,714,898,665,1128
175,Portugal,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,9,13,21,30,39,41,61,77,111,167,242,327,444,636,778,1009,1263,1581,2023,2307,2930,3441,4149,5027,5800,6225
176,Portugal,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""",0,0,0,0,25,25,33.3299999999999982946974341757595539093017578125,50,54.5499999999999971578290569595992565155029296875,70.590000000000003410605131648480892181396484375,73.68000000000000682121026329696178436279296875,62.159999999999996589394868351519107818603515625,60,66.150000000000005684341886080801486968994140625,58.25,63.86999999999999744204615126363933086395263671875,69.93000000000000682121026329696178436279296875,73.4599999999999937472239253111183643341064453125,76.5
177,Portugal,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,75,75,66.6700000000000017053025658242404460906982421875,50,45.4500000000000028421709430404007434844970703125,29.410000000000000142108547152020037174224853515625,26.32000000000000028421709430404007434844970703125,37.840000000000003410605131648480892181396484375,40,33.85000000000000142108547152020037174224853515625,41.75,36.13000000000000255795384873636066913604736328125,30.07000000000000028421709430404007434844970703125,26.53999999999999914734871708787977695465087890625,23.5
178,Portugal,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,9,13,21,30,39,41,61,78,112,169,245,331,448,642,786,1020,1280,1600,2060,2362,2995,3544,4268,5170,5962,6408
179,Portugal,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,9,13,21,30,39,41,61,78,112,169,245,331,448,642,786,1020,1280,1600,2060,2362,2995,3544,4268,5170,5962,6408
180,Portugal,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,2,3,4,8,9,9,2,20,17,34,57,76,86,117,194,144,234,260,320,460,302,633,549,724,902,792,446
181,Portugal,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,9,13,21,30,39,41,61,77,111,167,242,327,444,636,778,1009,1263,1581,2023,2307,2930,3441,4149,5027,5800,6225
182,Portugal,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,6,12,14,23,33,43,60,76,100,119,140
183,Portugal,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,6,12,14,23,33,43,60,76,100,119,140
184,Portugal,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,6,2,9,10,10,17,16,24,19,21
